HGAL,PID,Export C1A1,Export C1A2,Export C1B1,Export C1B2,Export C1C1,Export C1C2,Export C1E1,Export C1E2,Class 1 Status,Who Modified,Date Modified,Verified BC,Verified homo A,Verified homo B,Verified homo C,Verified homo E
66K00162,BUC202,26:01,31:01,27:05,35:01,01:02,04:01,,,Confirmed,Rasmi Thomas,05/11/2011,1,,,,
66K00419,BUC476,03:01,25:01,35:01,51:01,01:02,04:01,,,Confirmed,Rasmi Thomas,05/11/2011,1,,,,
77W00097,20099P,02:07,03:01,,46:01,01:02,04:01,,,Preliminary,yukiy,09/20/2018,,,,,
77W00982,179592S,02:07,24:07,35:05,46:01,01:02,04:01,A,G,Preliminary,tangm2,09/26/2017,,,,,
32C00147,1332-04,03:01,03:01,35:01,56:01,01:02,04:01,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00795,1463-16,02:01,11:01,15:01,56:01,01:02,04:01,,,Preliminary,car master,03/09/2011,,,,,
CAR24589,RAGN984631,03:01,11:01,27:05,35:01,01:02,04:01,A,G,Preliminary,yukiy,03/29/2018,,,,,
07G01937,10869,02:01,24:02,35:08,51:01,01:02,04:01,A,G,Preliminary,yukiy,11/20/2018,1,,,,
07G03104,41498,02:05,29:02,27:05,35:01,01:02,04:01,,,Preliminary,marti,03/02/2007,1,,,,
77W00516,10248C,02:07,11:01,40:01,46:01,01:02,04:01,,,Preliminary, Darlene Marti,11/08/2007,,,,,
CAR29564,RAGN428374,02:01,34:02,27:05,44:03,01:02,04:01,A,G,Completed,CSSMCS,07/29/2019,,,,,
42M01658,10446M,,,27:05,53:01,01:02,04:01,,,Preliminary,Yuko Yuki,12/09/2008,,,,,
42M01903,11046R,02:01,32:01,27:05,35:01,01:02,04:01,,,Preliminary,bassS,08/05/2009,1,,,,
CAR40127,RAGN550081,02:01,03:01,15:01,27:05,01:02,04:01,G,G,Completed,yukiy,03/29/2018,1,,,,
66K00595,RDP0708,11:01,24:02,35:01,55:02,01:02,04:01,A,G,Preliminary,yukiy,05/31/2018,1,,,,
42M00297,10654M,02:03,11:02,40:01,46:01,01:02,04:03,G,G,Published,CSSMCS,01/07/2020,1,,,,
77W00380,929505P,02:07,24:02,40:01,46:01,01:02,04:03,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W00297,3086S,02:03,11:02,40:01,46:01,01:02,04:03,,,Preliminary,tangm2,09/26/2017,,,,,
01A00153,200002009,25:01,32:01,27:05,44:02,01:02,05:01,,,Published,car master,04/06/2010,1,,,,
05E02023,SWI057PS,02:01,11:01,27:05,44:02,01:02,05:01,,,Published,car master,12/24/2009,1,,,,
05E02427,MTS068RA,02:01,29:01,44:02,56:01,01:02,05:01,,,Published, Darlene Marti,01/16/2008,1,,,,
07G00730,10526,25:01,26:01,27:05,44:02,01:02,05:01,A,A,Published,yukiy,07/06/2018,1,,,,
07G01196,20567,25:01,31:01,15:48,44:02,01:02,05:01,A,G,Published,CSSMCS,01/07/2020,1,,,,
07G01205,30868,02:01,11:01,44:02,56:01,01:02,05:01,A,A,Published,yukiy,09/21/2018,1,,,,
07G01387,30392,01:01,68:01,27:05,44:02,01:02,05:01,A,A,Published,yukiy,11/27/2018,1,,,,
07G01660,33153,02:01,32:01,27:09,44:02,01:02,05:01,A,A,Published,yukiy,09/21/2018,1,,,,
07G01663,33146,02:01,32:01,27:05,44:02,01:02,05:01,A,G,Published,yukiy,09/21/2018,1,,,,
07G01727,20553,02:01,24:02,27:05,44:02,01:02,05:01,A,G,Published,yukiy,10/02/2018,1,,,,
05E00638,HER255GZ,03:01,11:01,27:05,57:01,01:02,05:01,,,Published,Bailey Kessing,01/07/2005,1,,,,
07G01779,41281,24:02,30:02,18:01,51:09,01:02,05:01,G,G,Published,yukiy,11/27/2018,1,,,,
42M01835,70470R,02:01,11:01,27:05,44:02,01:02,05:01,,,Confirmed,Bailey Kessing,05/18/2007,1,,,,
07G02143,10332,24:02,30:02,18:01,51:01,01:02,05:01,G,G,Preliminary,yukiy,11/20/2018,1,,,,
66K00518,RDP0576,02:01,11:01,27:05,44:02,01:02,05:01,A,G,Preliminary,yukiy,07/26/2018,,,,,
66K00483,BUC598,03:01,11:01,27:05,44:02,01:02,05:01,,,Preliminary,marti,12/11/2006,1,,,,
CAR19690,RAGN237983,32:01,32:01,27:05,44:02,01:02,05:01,,,Preliminary,yukiy,06/16/2015,,,,,
32C00505,28-09,24:02,68:01,44:02,51:01,01:02,05:01,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00784,1463-05,03:01,11:01,44:02,56:01,01:02,05:01,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
07G03115,41867,02:01,02:06,44:02,56:01,01:02,05:01,,,Preliminary,marti,03/02/2007,1,,,,
CAR25544,RAGN940546,02:01,03:01,27:05,44:02,01:02,05:01,A,G,Preliminary,yukiy,03/29/2018,,,,,
CAR25562,RAGN925364,02:01,03:01,27:05,44:02,01:02,05:01,A,G,Preliminary,yukiy,04/04/2018,,,,,
CAR32019,RAGN763012,02:01,32:01,27:05,44:02,01:02,05:01,,,Completed,yukiy,04/01/2014,1,,,,
CAR33984,40381,03:01,11:01,27:05,44:02,01:02,05:01,A,G,Completed,CSSMCS,02/21/2020,1,,,,
42M01886,10363R,02:01,24:02,44:02,51:01,01:02,05:01,,,Preliminary,yukiy,10/21/2013,1,,,,
04D00013,PHI092ELD,26:01,68:02,44:03,56:01,01:02,06:02,,,Published,Tang,03/07/2008,,,,,
05E00001,PIT067DLT,11:01,29:02,45:01,51:01,01:02,06:02,A,A,Published,CSSMCS,01/07/2020,,,,,
05E00020,PIT068LET,11:01,29:02,45:01,51:01,01:02,06:02,A,A,Published,CSSMCS,10/23/2019,1,,,,
05E00762,UNC011RSM,03:01,31:01,27:05,57:01,01:02,06:02,,,Published,Tang,03/07/2008,1,,,,
05E01586,PHI111LS,01:01,01:01,07:02,57:01,01:02,06:02,,,Published,Marti,10/03/2006,1,,,,
05E01750,W06001001,02:01,24:02,56:01,57:01,01:02,06:02,,,Published,Marti,10/03/2006,1,,,,
07G00239,10264,02:01,11:01,13:02,15:01,01:02,06:02,A,G,Published,yukiy,05/09/2018,1,,,,
07G00684,11091,03:01,24:02,13:02,15:01,01:02,06:02,,,Published,Windows User,08/28/2023,1,,,,
07G00752,10171,01:01,33:03,15:01,50:01,01:02,06:02,A,A,Published,yukiy,09/21/2018,1,,,,
07G00948,20170,02:01,30:01,13:02,27:05,01:02,06:02,,,Published,car master,12/24/2009,1,,,,
07G00994,20705,24:02,29:02,45:01,51:09,01:02,06:02,A,G,Published,yukiy,10/02/2018,1,,,,
07G01359,20323,02:01,68:25,27:05,35:02,01:02,06:02,A,G,Published,yukiy,09/21/2018,1,,,,
07G01685,33184,02:01,02:01,13:02,27:05,01:02,06:02,G,G,Published,yukiy,09/17/2018,1,,,,
42M00704,12468M,11:01,24:02,27:05,50:01,01:02,06:02,A,G,Published,yukiy,08/22/2018,,,,,
05E02459,TUL048DM,02:01,31:01,15:01,50:01,01:02,06:02,,,Published, Darlene Marti,01/16/2008,1,,,,
05E00991,GWU094RZ,01:01,69:01,55:01,57:01,01:02,06:02,,,Published, Darlene Marti,09/26/2007,1,,,,
05E01846,SWI083HBF,01:01,24:02,15:01,56:01,01:02,06:02,A,A,Confirmed,CSSMCS,12/16/2019,1,,,,
07G00270,20251,02:01,11:01,13:02,27:05,01:02,06:02,A,A,Confirmed,CSSMCS,01/07/2020,1,,,,
CAR08446,21030,02:01,03:02,13:02,55:01,01:02,06:02,A,A,Preliminary,Windows User,11/06/2025,,,,,
CAR18192,RAGN255675,02:01,02:01,27:05,57:01,01:02,06:02,A,G,Preliminary,yukiy,04/04/2018,,,,,
CAR18204,RAGN391874,02:01,68:01,13:02,51:01,01:02,06:02,A,A,Preliminary,yukiy,03/29/2018,,,,,
CAR19688,RAGN609736,01:01,31:01,37:01,51:09,01:02,06:02,A,G,Completed,yukiy,03/29/2018,1,,,,
77W00408,12164P,02:07,30:01,13:02,46:01,01:02,06:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00135,13319S,11:01,30:01,13:02,54:01,01:02,06:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00087,12131S,11:02,23:01,15:01,46:01,01:02,06:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00375,6484S,02:03,23:01,40:01,45:01,01:02,06:02,A,A,Preliminary,tangm2,09/26/2017,,,,,
77W00649,929939P,02:07,30:01,13:02,46:01,01:02,06:02,,,Preliminary,tangm2,09/26/2017,,,,,
07G03083,11010,01:01,02:01,27:05,57:01,01:02,06:02,A,G,Preliminary,yukiy,11/21/2018,1,,,,
CAR01599,RAGN321797,24:02,26:01,27:05,57:01,01:02,06:02,A,A,Preliminary,yukiy,03/29/2018,,,,,
CAR01617,GN 0619,01:01,24:02,27:05,57:01,01:02,06:02,A,A,Preliminary,Windows User,11/06/2025,,,,,
CAR26221,RAGN534694,02:01,02:20,27:05,57:01,01:02,06:02,G,G,Completed,yukiy,03/29/2018,,,,,
CAR26769,RAGN562470,01:01,32:01,35:32,57:01,01:02,06:02,A,A,Completed,yukiy,03/28/2018,,,,,
42M01900,10919R,02:01,30:01,13:02,51:01,01:02,06:02,,,Preliminary,bassS,08/05/2009,1,,,,
CAR38588,RAGN131375,02:01,03:01,27:05,50:01,01:02,06:02,,,Preliminary,Bailey Kessing,06/15/2011,,,,,
42M01931,50027MS,02:01,03:01,13:02,27:09,01:02,06:02,A,A,Preliminary,CSSMCS,11/03/2020,,,,,
01A00015,KS10921,11:01,24:02,27:05,50:01,01:02,06:02,A,G,Preliminary,CSSMCS,01/07/2020,,,,,
01A00012,KS10221,02:01,02:01,13:02,27:05,01:02,06:02,,,Preliminary,yukiy,02/24/2014,,,,,
01A00051,KS10951,01:01,03:01,08:01,56:01,01:02,07:01,,,Preliminary,yukiy,02/24/2014,,,,,
05E00221,TUL011JD,02:01,30:02,49:01,56:01,01:02,07:01,G,G,Published,CSSMCS,10/23/2019,1,,,,
05E00356,PHI054WPJ,01:01,26:01,27:05,39:03,01:02,07:01,,,Preliminary,Tang,03/07/2008,,,,,
05E01039,H06401001,02:01,26:01,08:01,27:05,01:02,07:01,,,Published,Tang,03/07/2008,1,,,,
05E01083,PIT012DAM,01:01,03:01,08:01,56:01,01:02,07:01,,,Published,Tang,03/07/2008,1,,,,
05E01154,COR106DW,02:01,11:01,08:01,56:01,01:02,07:01,,,Published,Tang,03/07/2008,1,,,,
05E01617,W05401001,01:01,02:01,08:01,27:05,01:02,07:01,,,Published,Marti,10/03/2006,1,,,,
07G00112,41548,01:01,02:01,08:01,15:01,01:02,07:01,A,G,Published,yukiy,08/17/2018,1,,,,
07G00312,30321,01:01,02:01,39:24,51:01,01:02,07:01,A,A,Published,CSSMCS,08/19/2019,1,,,,
07G00377,10554,01:01,02:01,08:01,15:01,01:02,07:01,A,G,Published,yukiy,11/20/2018,1,,,,
07G00700,41440,01:01,31:01,08:01,51:01,01:02,07:01,A,G,Published,yukiy,08/17/2018,1,,,,
07G00755,10005,01:01,24:02,08:01,18:01,01:02,07:01,A,G,Published,yukiy,08/17/2018,1,,,,
07G01152,20777,32:01,32:01,08:01,27:05,01:02,07:01,A,G,Published,CSSMCS,01/07/2020,1,,,,
07G01164,20779,11:01,31:01,08:01,15:01,01:02,07:01,A,G,Published,yukiy,10/02/2018,1,,,,
07G01174,10039,01:01,03:01,08:01,51:01,01:02,07:01,A,G,Published,yukiy,10/02/2018,1,,,,
07G01187,30504,23:01,26:01,27:05,49:01,01:02,07:01,A,G,Published,yukiy,10/02/2018,1,,,,
07G01274,41402,01:01,02:01,08:01,27:05,01:02,07:01,A,A,Published,yukiy,09/21/2018,1,,,,
07G01315,10231,02:01,02:02,49:01,51:01,01:02,07:01,A,G,Published,yukiy,09/21/2018,1,,,,
07G01606,21015,01:01,02:01,08:01,27:05,01:02,07:01,A,G,Published,CSSMCS,01/07/2020,1,,,,
07G01644,41098,01:01,68:01,08:01,27:05,01:02,07:01,A,A,Published,yukiy,09/21/2018,1,,,,
10J00203,17875,02:01,34:02,08:01,27:05,01:02,07:01,A,G,Published,CSSMCS,12/16/2019,,,,,
10J00297,17567,01:01,02:01,08:01,27:05,01:02,07:01,,,Preliminary, Darlene Marti,01/16/2008,1,,,,
42M00111,12268M,01:01,69:01,55:01,58:01,01:02,07:01,G,G,Published,yukiy,12/10/2018,1,,,,
42M00122,10947M,02:01,29:02,27:05,41:01,01:02,07:01,G,G,Published,yukiy,08/22/2018,,,,,
42M00234,10232M,23:01,23:01,18:01,78:01,01:02,07:01,,,Published,Amy Poisson,09/18/2003,,,,,
05E01133,COR017DR,02:01,24:02,18:01,51:01,01:02,07:01,A,A,Published,CSSMCS,10/23/2019,,,,,
05E01475,COR218RB,01:01,02:01,08:01,51:01,01:02,07:01,A,G,Published,CSSMCS,12/16/2019,1,,,,
05E01825,SWI012RJP,11:01,23:01,27:05,49:01,01:02,07:01,A,G,Published,CSSMCS,12/16/2019,,,,,
05E00342,VIE019BW,01:01,03:01,08:01,51:01,01:02,07:01,,,Published,Bailey Kessing,01/07/2005,1,,,,
05E01510,GRE045EK,24:02,26:01,49:01,51:01,01:02,07:01,,,Preliminary,Bailey Kessing,07/07/2011,1,,,,
05E00084,CHI040BK,,,,,01:02,07:01,,,Preliminary,car master,03/04/2010,,,,,
05E00353,DEN009SFT,02:01,02:05,27:05,49:01,01:02,07:01,,,Published, Darlene Marti,01/16/2008,1,,,,
07G02969,30463,01:01,02:07,08:01,46:01,01:02,07:01,,,Published,car master,12/24/2009,1,,,,
07G02924,10096,01:01,02:01,08:01,27:05,01:02,07:01,,,Confirmed,car master,12/24/2009,1,,,,
07G01099,30413,01:01,02:01,08:01,56:01,01:02,07:01,,,Published,Darlene Marti,12/16/2008,1,,,,
05E01862,UNC139SRG,02:01,11:01,08:01,51:01,01:02,07:01,,,Published,Amy Poisson,09/18/2003,1,,,,
66K00007,BUC110,01:01,02:01,08:01,27:05,01:02,07:01,,,Confirmed,marti,12/11/2006,1,,,,
66K00160,BUC200,01:01,31:01,08:01,27:05,01:02,07:01,,,Confirmed,Rasmi Thomas,05/11/2011,1,,,,
66K00199,BUC242,01:01,03:01,08:01,27:05,01:02,07:01,,,Confirmed,Rasmi Thomas,05/11/2011,1,,,,
07G02628,20484,03:01,26:01,18:01,27:05,01:02,07:01,G,G,Confirmed,yukiy,11/20/2018,1,,,,
07G02619,20218,02:01,31:01,40:02,49:01,01:02,07:01,A,G,Preliminary,yukiy,11/20/2018,1,,,,
66K00528,BUC635,01:01,23:01,08:01,27:05,01:02,07:01,,,Preliminary, marti,05/24/2005,1,,,,
32C00196,1420-08,02:01,29:01,08:01,27:05,01:02,07:01,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00313,1344-08,01:01,03:01,08:01,51:01,01:02,07:01,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00781,1463-02,01:01,11:01,08:01,56:01,01:02,07:01,,,Preliminary,car master,03/09/2011,,,,,
07G02069,10129,01:01,01:01,08:01,27:05,01:02,07:01,A,A,Preliminary,yukiy,12/07/2018,1,,,,
CAR25523,RAGN859310,23:01,26:01,44:02,57:03,01:02,07:01,G,G,Preliminary,yukiy,03/29/2018,,,,,
CAR26220,RAGN222078,29:02,68:02,27:05,57:03,01:02,07:01,G,G,Completed,yukiy,03/29/2018,1,,,,
CAR28882,RAGN626471,24:02,25:01,18:01,27:05,01:02,07:01,,,Completed,Bailey Kessing,06/15/2011,,,,,
CAR33050,YE 4467,01:01,02:01,27:05,57:03,01:02,07:01,G,G,Completed,CSSMCS,02/21/2020,,,,,
05E02764,IND044,,,08:01,27:05,01:02,07:01,,,Preliminary,yukiy,07/29/2011,,,,,
42M01809,10891M,,,,,01:02,07:01,,,Preliminary,car master,03/04/2010,,,,,
CAR38565,RAGN254378,03:01,24:02,27:05,57:01,01:02,07:01,A,A,Preliminary,yukiy,03/28/2018,,,,,
05E00112,PHI063AFA,03:01,29:01,07:02,15:08,01:02,07:02,,,Published,Tang,03/07/2008,1,,,,
05E00207,GWU036WF,03:01,24:02,07:02,51:09,01:02,07:02,,,Preliminary,Tang,03/07/2008,1,,,,
05E00235,GWU052VR,03:01,24:02,07:02,51:01,01:02,07:02,,,Published,Tang,03/07/2008,1,,,,
05E01144,COR046EA,03:01,30:02,07:02,56:01,01:02,07:02,A,G,Published,CSSMCS,10/23/2019,1,,,,
05E01873,UNC113PMA,02:01,24:02,27:05,39:06,01:02,07:02,,,Published,Marti,10/03/2006,1,,,,
07G00161,40620,11:01,26:01,07:02,51:01,01:02,07:02,G,G,Published,yukiy,05/09/2018,1,,,,
07G00819,30306,02:01,03:01,07:02,27:05,01:02,07:02,G,G,Published,yukiy,08/17/2018,1,,,,
10J00051,11324,02:01,03:01,07:02,56:01,01:02,07:02,A,G,Published,CSSMCS,12/16/2019,,,,,
10J00282,11218,02:01,31:01,07:02,27:05,01:02,07:02,,,Preliminary,Darlene Marti,03/29/2004,1,,,,
32C00156,1332-14,02:02,03:01,07:02,56:01,01:02,07:02,,,Preliminary,Bailey Kessing,07/07/2011,,,,,
32C00199,1420-11,02:01,29:01,07:02,27:05,01:02,07:02,,,Preliminary,marti,03/14/2011,,,,,
05E00306,DEN003JMT,24:02,26:01,08:01,35:01,01:02,07:02,,,Published,Amy Poisson,09/18/2003,,,,,
07G02864,20610,02:06,03:01,07:02,55:01,01:02,07:02,G,G,Published,yukiy,10/02/2018,1,,,,
07G02794,20182,02:01,03:01,07:02,27:05,01:02,07:02,G,G,Published,yukiy,10/02/2018,1,,,,
07G02798,20211,01:01,01:01,27:05,44:05,01:02,07:02,A,A,Published,yukiy,10/02/2018,,,,,
07G01526,40863,11:01,29:02,07:02,56:01,01:02,07:02,A,G,Published,yukiy,08/22/2018,1,,,,
66K00004,BUC087,24:02,69:01,07:02,27:05,01:02,07:02,,,Confirmed,yukiy,10/21/2013,1,,,,
66K00210,BUC255,03:01,31:01,07:02,27:05,01:02,07:02,,,Confirmed,yukiy,08/26/2013,1,,,,
07G01069,20632,02:01,31:01,07:02,27:05,01:02,07:02,,,Preliminary,Darlene Marti,12/16/2008,1,,,,
77W00477,FG015P,02:03,02:07,38:02,46:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00113,70014P,02:03,02:07,38:02,46:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00128,70001S,02:03,02:07,38:02,46:01,01:02,07:02,,,Preliminary,yukiy,09/20/2018,,,,,
77W00033,6553S,02:03,02:07,46:01,54:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00136,13319P,02:07,24:02,40:01,46:01,01:02,07:02,,,Preliminary,yukiy,09/20/2018,,,,,
77W00272,70029P,02:03,11:01,40:01,54:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00005,13279S,02:03,02:07,38:02,46:01,01:02,07:02,,,Preliminary,yukiy,09/20/2018,,,,,
77W00046,11801P,02:03,11:01,38:02,46:01,01:02,07:02,,,Preliminary,yukiy,09/20/2018,,,,,
77W00074,13238P,02:07,11:02,40:01,46:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77w00659,9985S,02:03,11:01,38:02,56:01,01:02,07:02,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W00012,9044S,02:07,02:07,38:02,46:01,01:02,07:02,,,Preliminary,yukiy,09/20/2018,,,,,
77W00106,20185P,02:07,24:02,46:01,67:01,01:02,07:02,,,Preliminary,yukiy,09/20/2018,,,,,
77W00227,1775S,02:03,02:07,38:02,46:01,01:02,07:02,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W00030,8139P,02:03,02:07,38:02,46:01,01:02,07:02,,,Preliminary,yukiy,09/20/2018,,,,,
77W00191,70035S,02:03,02:03,38:02,46:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00726,70074P,02:07,24:02,46:01,56:04,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00082,12968S,02:03,02:03,38:02,46:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00291,13340P,02:03,11:01,38:02,54:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77w00967,17122S,02:03,02:06,38:02,,01:02,07:02,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W00429,10761S1,02:03,11:01,38:02,56:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00316,17706S,02:07,26:01,08:01,46:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W01006,50007S,02:03,11:01,38:02,54:01,01:02,07:02,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W00457,FG003P,02:07,11:01,46:01,54:01,01:02,07:02,,,Preliminary,yukiy,09/20/2018,,,,,
77W00311,8585S,02:03,11:01,38:02,56:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00370,13716P,02:06,11:02,40:01,46:01,01:02,07:02,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W00995,17374S,02:03,02:03,38:02,56:01,01:02,07:02,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W00293,13341P,02:07,24:02,40:01,46:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00257,17480P,02:01,11:01,15:02,54:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00472,FG011P,,02:07,38:02,46:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00485,FG020S,11:01,74,38:02,46:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00426,10048P,02:03,11:01,38:02,46:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00460,FG004S,02:03,02:03,39:01,46:01,01:02,07:02,,,Preliminary,yukiy,09/20/2018,,,,,
77W01296,188341P,02:03,26:01,38:02,46:01,01:02,07:02,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W01290,5075P,02:03,02:07,38:02,54:01,01:02,07:02,A,G,Preliminary,tangm2,09/26/2017,,,,,
77W01086,FG073P,11:01,24:02,55:02,,01:02,07:02,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W00389,11452P,02:03,11:01,38:02,46:01,01:02,07:02,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W00016,2894S,11:01,24:02,40:01,46:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00634,12630S,02:03,11:02,40:01,56:01,01:02,07:02,A,G,Preliminary,tangm2,09/26/2017,,,,,
77W00156,70019P,02:07,,40:01,46:01,01:02,07:02,,,Preliminary,yukiy,09/20/2018,,,,,
77W00442,2348P,02:03,02:06,38:02,46:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00419,11021S,02:03,02:07,38:02,46:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
77W00304,9682S,02:03,02:07,38:02,46:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
32C00191,1420-03,02:01,29:01,07:02,27:05,01:02,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00813,1582-03,02:01,02:01,,,01:02,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
77W00069,13286C,02:07,26:01,40:01,46:01,01:02,07:02,,,Preliminary, Darlene Marti,11/07/2007,,,,,
77W00088,12131C,02:03,11:02,38:02,46:01,01:02,07:02,,,Preliminary, Darlene Marti,11/07/2007,,,,,
77W00420,11021C,02:03,02:07,38:02,46:01,01:02,07:02,,,Preliminary, Darlene Marti,11/08/2007,,,,,
77W00017,2894C1,02:07,24:02,40:01,46:01,01:02,07:02,,,Preliminary, Darlene Marti,02/29/2008,,,,,
77W00091,12930C,02:07,33:03,46:01,51:01,01:02,07:02,,,Preliminary,Tang,03/07/2008,,,,,
CAR29594,RAGN589552,02:01,03:01,07:02,27:05,01:02,07:02,,,Completed,Bailey Kessing,06/15/2011,,,,,
05E02739,ALB014,,,07:02,56:01,01:02,07:02,,,Preliminary,Yuko Yuki,12/09/2008,,,,,
05E02778,OKL007,,,27:05,39:01,01:02,07:02,,,Preliminary,Yuko Yuki,12/09/2008,,,,,
42M01884,10357R,24:02,31:01,07:02,51:01,01:02,07:02,,,Preliminary,bassS,08/05/2009,1,,,,
42M01902,10974R,02:01,02:01,07:02,15:01,01:02,07:02,,,Preliminary,bassS,08/05/2009,1,1,,,
07G00061,40607,02:01,26:01,07:02,56:01,01:02,07:02,A,G,Preliminary,yukiy,05/11/2018,,,,,
01A00006,KS11002,02:01,02:01,07:02,27:05,01:02,07:02,,,Preliminary,yukiy,02/24/2014,,,,,
77w02098,77W02098,11:01,11:01,39:01,46:01,01:02,07:02,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W02460,77W02460,02:01,02:03,40:01,46:01,01:02,07:02,A,G,Preliminary,tangm2,09/26/2017,,,,,
77W02639,77W02639,02:03,02:07,38:02,46:01,01:02,07:02,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W02452,77W02452,02:03,02:07,15:02,38:02,01:02,07:02,G,G,Preliminary,yukiy,01/31/2018,,,,,
77W02575,77W02575,02:03,02:07,38:02,46:01,01:02,07:02,,,Preliminary,tangm2,09/26/2017,,,,,
05E01168,PIT055CET,02:01,11:01,44:02,51:01,01:02,07:04,A,A,Published,CSSMCS,12/16/2019,,,,,
07G01794,30423,11:01,32:01,15:18,27:05,01:02,07:04,A,G,Preliminary,yukiy,09/17/2018,,,,,
77W00181,12593P,02:03,02:06,18:01,46:01,01:02,07:04,,,Preliminary,tangm2,09/26/2017,,,,,
77W00004,13279P,24:02,24:10,18:02,46:01,01:02,07:04,,,Preliminary,tangm2,09/26/2017,,,,,
77W00006,13279C,02:07,24:10,18:02,46:01,01:02,07:04,,,Preliminary,Tang,03/04/2008,,,,,
77W00288,70034C,02:03,02:07,18:01,46:01,01:02,07:04,,,Preliminary, Darlene Marti,02/29/2008,,,,,
01A00013,KS10201,24:02,24:02,15:18,46:01,01:02,07:04,,,Preliminary,yukiy,02/24/2014,,,,,
CAR32025,RAGN509255,02:01,11:01,15:18,27:05,01:02,07:04,A,G,Completed,yukiy,04/05/2018,1,,,,
77W00845,70108S,03:01,11:01,15:02,46:01,01:02,08:01,A,G,Preliminary,tangm2,09/26/2017,,,,,
77W00384,13149S,11:01,11:01,15:02,46:01,01:02,08:01,,,Preliminary,tangm2,09/26/2017,,,,,
77W00377,929491P,11:01,11:02,15:02,55:02,01:02,08:01,,,Preliminary,tangm2,09/26/2017,,,,,
77W00528,13057P,11:01,24:02,15:02,46:01,01:02,08:01,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W00117,70015P,11:01,33:03,15:02,46:01,01:02,08:01,,,Preliminary,yukiy,09/20/2018,,,,,
77W00015,2894P,02:07,33:03,15:02,46:01,01:02,08:01,,,Preliminary,yukiy,09/20/2018,,,,,
77W00844,70108P,02:01,02:07,35:01,46:01,01:02,08:01,A,G,Preliminary,tangm2,09/26/2017,,,,,
77W00095,13173S,02:06,11:01,46:01,48:03,01:02,08:01,,,Preliminary,yukiy,09/20/2018,,,,,
77W00240,70033S,02:07,11:01,15:02,46:01,01:02,08:01,,,Preliminary,tangm2,09/26/2017,,,,,
77W00139,11728P,02:07,11:02,15:02,46:01,01:02,08:01,,,Preliminary,tangm2,09/26/2017,,,,,
77W00329,13230P,02:07,,15:02,46:01,01:02,08:01,,,Preliminary,tangm2,09/26/2017,,,,,
77W00989,17215P,02:07,11:01,15:02,46:01,01:02,08:01,G,G,Preliminary,tangm2,09/26/2017,,,,,
77W00645,6701S,11:01,11:01,15:02,46:01,01:02,08:01,,,Preliminary,tangm2,09/26/2017,,,,,
